College_ID,IQ,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,College_Performance_Rate
CLG0026,120,5.25,9,0,10,8,0,0,0.21739130434782608
CLG0028,80,8.96,10,0,2,9,4,1,0.25
CLG0055,110,8.69,5,0,7,1,4,0,0.12790697674418605
CLG0073,92,9.37,4,0,10,1,5,0,0.11206896551724138
CLG0069,103,5.17,10,1,3,5,5,0,0.23076923076923078
CLG0002,104,5.63,10,0,9,7,1,0,0.13953488372093023
CLG0028,96,9.39,4,1,10,9,4,1,0.25
CLG0077,88,7.85,7,0,6,9,3,0,0.16822429906542055
CLG0079,89,9.28,3,0,7,3,3,0,0.15217391304347827
CLG0053,86,5.29,9,1,6,1,4,0,0.14285714285714285
CLG0014,87,7.86,5,1,0,3,2,0,0.17647058823529413
CLG0046,98,7.66,9,0,3,8,4,0,0.18095238095238095
CLG0078,89,5.51,1,0,9,7,2,0,0.08849557522123894
CLG0067,110,8.0,10,0,8,5,5,0,0.20175438596491227
CLG0074,122,8.42,8,0,6,10,3,1,0.11702127659574468
CLG0070,91,5.98,2,0,0,9,4,0,0.12941176470588237
CLG0020,103,6.75,8,1,7,4,5,0,0.13333333333333333
CLG0035,107,8.62,4,1,3,6,1,0,0.14457831325301204
CLG0048,107,7.25,2,0,6,5,3,0,0.18823529411764706
CLG0043,101,9.07,2,0,5,6,1,0,0.1414141414141414
CLG0020,111,6.31,6,0,6,4,3,0,0.13333333333333333
CLG0056,107,6.31,3,1,9,3,0,0,0.2222222222222222
CLG0003,81,10.37,10,0,9,5,5,0,0.17525773195876287
CLG0068,113,9.62,3,0,0,5,0,0,0.14893617021276595
CLG0011,113,5.31,9,0,5,2,0,0,0.14893617021276595
CLG0062,88,8.46,5,0,2,10,1,0,0.18796992481203006
CLG0061,100,5.19,7,0,9,4,2,0,0.1792452830188679
CLG0095,110,5.1,5,1,3,3,3,0,0.16666666666666666
CLG0058,96,6.82,2,0,0,7,0,0,0.15517241379310345
CLG0029,116,6.21,8,1,9,5,1,0,0.13761467889908258
CLG0038,135,9.48,9,0,7,6,3,1,0.2641509433962264
CLG0084,88,8.17,2,0,1,7,0,0,0.23529411764705882
CLG0088,79,10.03,2,0,2,2,0,0,0.15178571428571427
CLG0087,104,8.66,4,0,6,10,0,0,0.2268041237113402
CLG0022,110,7.45,8,0,1,4,1,0,0.1836734693877551
CLG0086,96,7.99,5,0,3,6,2,0,0.09090909090909091
CLG0041,121,9.69,5,0,6,3,5,1,0.18627450980392157
CLG0084,79,8.27,7,1,2,6,5,0,0.23529411764705882
CLG0063,110,9.26,4,1,1,10,0,0,0.18181818181818182
CLG0038,90,9.34,9,0,7,1,0,0,0.2641509433962264
CLG0050,125,5.11,4,1,1,8,2,1,0.16666666666666666
CLG0007,129,8.55,8,1,9,10,5,1,0.19148936170212766
CLG0024,88,9.28,3,0,6,5,2,0,0.1511627906976744
CLG0046,91,10.11,6,0,10,1,4,0,0.18095238095238095
CLG0025,112,6.5,1,0,2,10,0,0,0.11864406779661017
CLG0078,94,7.56,7,0,3,10,5,0,0.08849557522123894
CLG0029,99,8.83,7,1,5,1,3,0,0.13761467889908258
CLG0067,100,6.47,2,0,10,10,4,0,0.20175438596491227
CLG0093,71,7.76,5,0,2,3,3,0,0.14444444444444443
CLG0080,99,6.72,4,1,0,6,2,0,0.12380952380952381
CLG0085,89,6.84,10,0,7,2,5,0,0.20408163265306123
CLG0022,92,7.12,9,0,3,8,4,0,0.1836734693877551
CLG0085,121,7.83,2,0,0,10,1,0,0.20408163265306123
CLG0086,81,7.15,3,0,1,7,4,0,0.09090909090909091
CLG0009,112,7.08,1,0,5,2,4,0,0.13541666666666666
CLG0087,95,6.71,10,0,0,1,2,0,0.2268041237113402
CLG0049,95,6.11,5,1,8,7,0,0,0.20175438596491227
CLG0073,111,5.47,3,0,6,7,2,0,0.11206896551724138
CLG0096,105,5.71,4,1,7,3,2,0,0.23232323232323232
CLG0036,108,8.37,4,0,7,10,2,1,0.1827956989247312
CLG0100,114,8.46,6,0,5,8,3,1,0.17525773195876287
CLG0005,95,5.68,10,0,7,8,5,0,0.15178571428571427
CLG0090,90,5.3,7,0,6,5,1,0,0.22772277227722773
CLG0004,83,8.3,7,1,0,7,3,0,0.14285714285714285
CLG0024,87,6.44,8,0,2,3,4,0,0.1511627906976744
CLG0041,144,9.88,3,1,8,6,2,1,0.18627450980392157
CLG0014,118,8.95,5,1,7,3,5,1,0.17647058823529413
CLG0091,79,7.12,10,0,4,9,0,0,0.13
CLG0012,80,6.76,6,0,0,7,2,0,0.23636363636363636
CLG0082,107,7.59,6,0,1,1,3,0,0.16842105263157894
CLG0044,108,5.62,8,1,9,8,5,0,0.125
CLG0009,108,5.93,5,0,9,9,1,0,0.13541666666666666
CLG0066,96,5.85,5,1,8,10,3,0,0.168141592920354
CLG0038,98,9.16,1,1,9,2,2,0,0.2641509433962264
CLG0096,104,7.55,1,0,7,1,5,0,0.23232323232323232
CLG0077,101,4.94,6,1,8,4,1,0,0.16822429906542055
CLG0057,66,8.4,10,1,1,9,0,0,0.12087912087912088
CLG0047,96,7.3,10,0,2,6,3,0,0.18627450980392157
CLG0055,87,7.78,5,1,2,10,5,0,0.12790697674418605
CLG0088,102,5.93,10,1,0,8,3,0,0.15178571428571427
CLG0002,144,7.83,6,0,1,7,5,0,0.13953488372093023
CLG0083,105,10.31,9,0,9,5,4,0,0.15789473684210525
CLG0018,95,5.85,8,0,4,5,5,0,0.15217391304347827
CLG0066,113,6.15,7,1,6,6,1,0,0.168141592920354
CLG0090,107,5.9,7,0,5,6,3,0,0.22772277227722773
CLG0057,106,6.42,6,0,1,5,4,0,0.12087912087912088
CLG0064,109,6.8,6,1,7,8,0,0,0.15053763440860216
CLG0088,130,8.61,1,0,3,3,5,1,0.15178571428571427
CLG0027,83,9.41,7,0,10,9,3,1,0.15833333333333333
CLG0053,107,6.32,5,0,1,5,3,0,0.14285714285714285
CLG0059,86,8.01,7,0,3,9,2,1,0.18085106382978725
CLG0029,108,8.17,6,0,7,5,3,0,0.13761467889908258
CLG0072,86,7.58,8,0,0,3,0,0,0.13333333333333333
CLG0095,93,7.25,3,1,10,9,5,0,0.16666666666666666
CLG0098,95,5.68,8,1,8,2,4,0,0.1523809523809524
CLG0014,114,7.47,7,0,7,5,5,0,0.17647058823529413
CLG0068,113,6.52,1,0,7,3,1,0,0.14893617021276595
CLG0043,81,8.96,3,0,9,7,0,0,0.1414141414141414
CLG0029,100,8.66,10,1,8,4,1,0,0.13761467889908258
CLG0057,89,5.84,4,0,6,8,0,0,0.12087912087912088
CLG0033,81,5.58,9,1,10,1,5,0,0.1836734693877551
CLG0021,96,9.42,6,0,8,5,5,0,0.17708333333333334
CLG0041,95,7.19,7,0,0,8,4,0,0.18627450980392157
CLG0001,136,9.04,5,0,0,2,2,1,0.10091743119266056
CLG0027,106,5.42,3,1,3,6,4,0,0.15833333333333333
CLG0002,79,7.2,5,1,1,7,5,0,0.13953488372093023
CLG0064,91,7.31,7,0,7,6,1,0,0.15053763440860216
CLG0051,115,9.45,9,0,0,10,1,1,0.19444444444444445
CLG0054,131,5.75,9,1,3,3,5,0,0.16455696202531644
CLG0074,76,6.02,8,0,10,6,3,0,0.11702127659574468
CLG0074,71,7.02,5,0,10,7,5,0,0.11702127659574468
CLG0030,128,9.78,7,1,8,3,2,1,0.19047619047619047
CLG0001,105,10.14,4,1,1,10,4,1,0.10091743119266056
CLG0095,86,9.77,10,0,5,2,5,0,0.16666666666666666
CLG0099,108,10.11,5,1,3,3,4,0,0.15730337078651685
CLG0029,60,5.12,4,1,3,1,1,0,0.13761467889908258
CLG0013,100,5.72,3,0,5,7,2,0,0.18095238095238095
CLG0073,104,5.72,1,0,9,4,4,0,0.11206896551724138
CLG0043,113,7.01,5,0,3,3,2,0,0.1414141414141414
CLG0041,84,9.42,2,1,8,6,2,0,0.18627450980392157
CLG0075,101,9.46,6,0,7,3,4,0,0.16806722689075632
CLG0088,86,6.23,5,0,7,10,5,0,0.15178571428571427
CLG0089,103,7.86,2,1,4,3,2,0,0.21505376344086022
CLG0058,86,9.21,8,0,5,9,5,1,0.15517241379310345
CLG0077,93,7.25,5,0,0,2,0,0,0.16822429906542055
CLG0014,85,5.96,2,1,0,5,1,0,0.17647058823529413
CLG0041,109,7.29,1,1,8,10,2,0,0.18627450980392157
CLG0067,112,7.02,2,0,3,10,2,1,0.20175438596491227
CLG0054,96,8.01,1,1,2,2,0,0,0.16455696202531644
CLG0006,100,6.82,10,0,4,6,3,0,0.10843373493975904
CLG0046,78,4.98,10,0,8,4,2,0,0.18095238095238095
CLG0077,95,10.18,3,0,8,7,4,0,0.16822429906542055
CLG0001,99,8.19,3,1,2,1,5,0,0.10091743119266056
CLG0029,139,7.04,10,0,6,8,5,1,0.13761467889908258
CLG0078,83,9.68,1,0,2,2,3,0,0.08849557522123894
CLG0076,121,5.38,7,1,2,4,5,0,0.1511627906976744
CLG0026,114,5.69,10,0,3,7,5,0,0.21739130434782608
CLG0058,104,8.92,7,0,1,8,5,1,0.15517241379310345
CLG0087,126,6.34,9,1,5,9,3,1,0.2268041237113402
CLG0003,105,8.73,5,1,4,5,0,0,0.17525773195876287
CLG0060,105,6.09,4,1,9,9,4,0,0.1927710843373494
CLG0014,99,5.45,5,0,9,9,5,0,0.17647058823529413
CLG0098,118,8.05,8,0,1,3,3,1,0.1523809523809524
CLG0023,116,5.8,8,1,9,7,2,0,0.1864406779661017
CLG0062,90,8.98,4,0,1,8,0,0,0.18796992481203006
CLG0010,80,7.97,8,1,1,1,0,0,0.10476190476190476
CLG0004,96,10.05,4,0,3,10,0,0,0.14285714285714285
CLG0039,87,9.08,4,1,2,5,5,0,0.1346153846153846
CLG0074,99,6.2,8,1,8,1,1,0,0.11702127659574468
CLG0088,118,8.55,2,0,4,3,3,1,0.15178571428571427
CLG0034,93,8.31,4,0,0,2,5,0,0.08928571428571429
CLG0088,99,8.37,1,0,1,2,4,0,0.15178571428571427
CLG0025,100,8.95,1,0,6,4,4,0,0.11864406779661017
CLG0052,112,7.63,8,0,7,5,1,0,0.2
CLG0015,66,7.41,4,0,5,1,5,0,0.14736842105263157
CLG0012,90,8.39,6,1,6,6,2,0,0.23636363636363636
CLG0001,103,6.02,5,0,1,5,3,0,0.10091743119266056
CLG0009,118,5.98,10,1,5,4,0,0,0.13541666666666666
CLG0059,92,7.75,6,1,5,6,1,0,0.18085106382978725
CLG0014,71,5.81,4,0,3,2,1,0,0.17647058823529413
CLG0031,109,5.52,4,0,10,8,3,0,0.1958762886597938
CLG0088,90,4.81,7,0,3,6,4,0,0.15178571428571427
CLG0053,82,7.98,1,0,1,3,5,0,0.14285714285714285
CLG0063,90,6.67,9,1,2,4,3,0,0.18181818181818182
CLG0010,97,8.91,10,0,9,2,4,0,0.10476190476190476
CLG0043,90,6.85,3,0,5,4,3,0,0.1414141414141414
CLG0018,66,7.89,4,0,3,9,4,0,0.15217391304347827
CLG0067,113,6.89,9,0,2,4,5,0,0.20175438596491227
CLG0059,119,8.49,5,0,0,8,1,1,0.18085106382978725
CLG0076,109,6.54,4,0,10,3,4,0,0.1511627906976744
CLG0099,82,9.83,6,1,10,5,3,0,0.15730337078651685
CLG0023,96,9.73,1,0,10,2,2,0,0.1864406779661017
CLG0086,99,9.07,10,0,2,9,3,1,0.09090909090909091
CLG0075,108,9.57,1,0,0,9,1,0,0.16806722689075632
CLG0046,110,7.03,5,1,3,10,4,0,0.18095238095238095
CLG0049,88,7.19,5,0,3,7,4,0,0.20175438596491227
CLG0023,101,8.43,9,0,10,2,4,0,0.1864406779661017
CLG0012,106,8.68,1,0,0,4,1,0,0.23636363636363636
CLG0029,121,9.72,3,0,6,6,5,1,0.13761467889908258
CLG0089,110,8.36,3,0,4,9,3,1,0.21505376344086022
CLG0088,111,9.9,4,0,0,6,4,1,0.15178571428571427
CLG0059,101,6.28,7,1,4,4,2,0,0.18085106382978725
CLG0053,121,8.9,7,1,6,1,5,1,0.14285714285714285
CLG0068,106,8.77,10,0,5,7,2,0,0.14893617021276595
CLG0063,87,8.57,5,1,9,7,0,0,0.18181818181818182
CLG0029,121,6.34,9,0,4,6,2,0,0.13761467889908258
CLG0003,110,8.69,7,1,7,3,0,0,0.17525773195876287
CLG0095,93,9.82,2,1,8,5,4,0,0.16666666666666666
CLG0089,92,5.8,3,1,0,7,1,0,0.21505376344086022
CLG0037,104,7.96,7,0,5,6,1,0,0.13953488372093023
CLG0063,106,7.12,5,0,1,7,1,0,0.18181818181818182
CLG0023,102,10.01,7,0,7,5,4,0,0.1864406779661017
CLG0049,104,7.35,9,0,4,1,4,0,0.20175438596491227
CLG0086,125,6.54,9,0,0,10,3,1,0.09090909090909091
CLG0093,116,6.63,3,1,4,5,5,0,0.14444444444444443
CLG0100,102,8.51,8,1,9,2,2,0,0.17525773195876287
CLG0077,114,5.04,6,0,4,10,4,1,0.16822429906542055
CLG0003,84,8.14,4,0,1,10,2,1,0.17525773195876287
CLG0022,105,10.03,4,0,3,2,1,0,0.1836734693877551
CLG0036,127,9.21,4,0,5,4,2,1,0.1827956989247312
CLG0010,96,5.56,7,1,0,6,3,0,0.10476190476190476
CLG0009,87,10.29,6,1,10,5,1,0,0.13541666666666666
CLG0056,90,8.13,2,0,8,7,2,0,0.2222222222222222
CLG0055,83,6.02,5,1,6,10,3,0,0.12790697674418605
CLG0019,88,5.48,5,1,5,8,5,0,0.14444444444444443
CLG0072,94,5.94,6,1,0,10,2,0,0.13333333333333333
CLG0033,78,8.88,7,0,7,1,3,0,0.1836734693877551
CLG0020,100,4.74,8,1,7,8,2,0,0.13333333333333333
CLG0094,113,5.93,10,1,3,3,1,0,0.15454545454545454
CLG0035,86,8.39,8,0,3,10,1,0,0.14457831325301204
CLG0031,122,7.94,5,1,0,10,0,0,0.1958762886597938
CLG0083,107,8.48,2,1,8,2,3,0,0.15789473684210525
CLG0050,115,8.45,10,1,7,2,2,1,0.16666666666666666
CLG0046,90,5.19,8,1,9,5,5,0,0.18095238095238095
CLG0078,112,9.43,6,0,6,2,2,1,0.08849557522123894
CLG0010,83,6.21,3,1,1,4,2,0,0.10476190476190476
CLG0067,113,7.98,4,0,6,3,4,0,0.20175438596491227
CLG0034,102,7.77,1,1,3,8,3,0,0.08928571428571429
CLG0051,108,5.42,3,0,2,9,2,0,0.19444444444444445
CLG0092,82,9.44,4,0,10,6,0,0,0.14705882352941177
CLG0083,86,7.36,2,0,9,4,1,0,0.15789473684210525
CLG0039,108,4.83,6,0,3,2,4,0,0.1346153846153846
CLG0090,85,9.94,8,1,9,8,4,1,0.22772277227722773
CLG0068,106,7.65,6,0,5,3,1,0,0.14893617021276595
CLG0012,79,8.94,10,0,6,2,5,0,0.23636363636363636
CLG0026,112,7.62,3,0,1,4,5,0,0.21739130434782608
CLG0071,81,9.12,9,1,6,2,4,0,0.09803921568627451
CLG0067,108,5.45,4,1,9,3,0,0,0.20175438596491227
CLG0090,109,6.55,6,0,1,9,0,0,0.22772277227722773
CLG0002,89,7.46,4,0,10,7,1,0,0.13953488372093023
CLG0012,108,5.82,4,0,1,1,3,0,0.23636363636363636
CLG0059,103,8.45,2,0,0,10,5,1,0.18085106382978725
CLG0032,91,7.28,10,1,10,5,4,0,0.1504424778761062
CLG0051,84,6.24,2,0,6,5,2,0,0.19444444444444445
CLG0011,70,5.36,2,0,0,9,5,0,0.14893617021276595
CLG0032,105,8.36,2,0,2,1,2,0,0.1504424778761062
CLG0064,76,8.96,8,1,10,1,0,0,0.15053763440860216
CLG0045,101,7.16,10,0,7,10,3,0,0.20353982300884957
CLG0079,96,7.53,4,1,0,7,3,0,0.15217391304347827
CLG0054,110,5.87,4,0,5,7,5,0,0.16455696202531644
CLG0006,95,7.92,10,0,1,8,4,0,0.10843373493975904
CLG0026,95,5.24,10,0,8,4,5,0,0.21739130434782608
CLG0008,110,7.83,3,0,1,7,4,0,0.14893617021276595
CLG0008,105,8.39,5,0,5,6,1,0,0.14893617021276595
CLG0038,104,9.92,4,0,3,1,0,0,0.2641509433962264
CLG0008,107,6.95,7,1,8,2,1,0,0.14893617021276595
CLG0017,76,8.4,10,0,0,8,1,0,0.21052631578947367
CLG0083,111,7.59,7,0,0,6,3,0,0.15789473684210525
CLG0003,109,9.69,6,1,9,7,4,0,0.17525773195876287
CLG0041,84,6.82,7,0,2,8,2,0,0.18627450980392157
CLG0073,96,6.32,7,1,10,5,1,0,0.11206896551724138
CLG0053,99,9.41,8,1,5,5,0,0,0.14285714285714285
CLG0097,97,5.42,1,1,2,2,1,0,0.16831683168316833
CLG0096,105,5.56,3,0,6,4,2,0,0.23232323232323232
CLG0096,121,5.71,3,0,8,2,2,0,0.23232323232323232
CLG0070,116,9.46,5,0,9,7,0,0,0.12941176470588237
CLG0062,80,5.28,10,1,1,9,5,0,0.18796992481203006
CLG0053,109,9.8,7,1,3,2,2,0,0.14285714285714285
CLG0059,119,7.06,10,0,2,4,2,0,0.18085106382978725
CLG0093,105,5.16,6,1,5,8,5,0,0.14444444444444443
CLG0081,116,7.37,4,0,4,9,2,1,0.14432989690721648
CLG0083,130,6.01,6,0,2,4,1,0,0.15789473684210525
CLG0095,115,8.41,7,0,8,8,0,1,0.16666666666666666
CLG0083,103,8.31,4,0,7,7,1,0,0.15789473684210525
CLG0023,115,7.53,8,1,2,5,5,0,0.1864406779661017
CLG0047,102,4.76,5,0,9,4,0,0,0.18627450980392157
CLG0035,100,8.77,3,1,4,6,2,0,0.14457831325301204
CLG0014,94,9.51,2,0,4,6,2,0,0.17647058823529413
CLG0065,123,8.97,1,0,4,2,4,1,0.16806722689075632
CLG0097,87,9.34,4,0,7,3,2,0,0.16831683168316833
CLG0049,122,5.69,2,1,2,6,0,0,0.20175438596491227
CLG0036,107,8.97,3,0,2,4,3,0,0.1827956989247312
CLG0001,79,6.97,1,0,7,3,0,0,0.10091743119266056
CLG0084,105,4.97,6,0,8,4,2,0,0.23529411764705882
CLG0022,68,8.98,4,0,4,6,2,0,0.1836734693877551
CLG0035,109,9.77,5,0,9,3,3,0,0.14457831325301204
CLG0003,113,8.2,8,0,7,1,2,1,0.17525773195876287
CLG0012,91,6.31,4,0,4,6,4,0,0.23636363636363636
CLG0037,101,6.24,6,0,3,2,3,0,0.13953488372093023
CLG0058,129,7.53,3,0,1,9,1,0,0.15517241379310345
CLG0077,92,9.84,8,0,10,6,5,0,0.16822429906542055
CLG0012,84,5.45,3,1,3,1,4,0,0.23636363636363636
CLG0002,122,8.96,7,0,1,4,0,0,0.13953488372093023
CLG0084,129,6.4,7,0,6,5,5,0,0.23529411764705882
CLG0065,100,9.5,3,1,6,8,5,1,0.16806722689075632
CLG0058,115,9.47,3,1,8,3,4,1,0.15517241379310345
CLG0060,120,7.02,10,0,3,9,4,1,0.1927710843373494
CLG0041,88,6.98,10,0,4,9,2,0,0.18627450980392157
CLG0035,92,8.93,8,1,10,10,1,0,0.14457831325301204
CLG0088,118,8.1,3,0,3,5,3,1,0.15178571428571427
CLG0090,125,8.81,2,0,3,4,5,1,0.22772277227722773
CLG0011,108,8.12,5,1,4,7,4,0,0.14893617021276595
CLG0052,86,5.9,7,1,2,9,5,0,0.2
CLG0052,129,8.78,8,0,8,6,2,1,0.2
CLG0062,92,6.18,1,1,6,7,4,0,0.18796992481203006
CLG0063,94,9.87,2,1,0,1,1,0,0.18181818181818182
CLG0015,105,6.11,7,1,0,4,3,0,0.14736842105263157
CLG0070,123,8.39,9,1,0,2,2,1,0.12941176470588237
CLG0040,112,6.84,3,1,2,1,4,0,0.17894736842105263
CLG0009,106,6.52,8,1,8,7,1,0,0.13541666666666666
CLG0070,106,6.7,10,0,7,10,0,0,0.12941176470588237
CLG0017,100,8.27,3,0,8,4,0,0,0.21052631578947367
CLG0023,108,7.69,4,1,4,2,1,0,0.1864406779661017
CLG0058,62,9.73,2,0,6,5,5,0,0.15517241379310345
CLG0095,95,6.43,9,1,9,7,3,0,0.16666666666666666
CLG0080,103,8.56,5,0,8,2,4,0,0.12380952380952381
CLG0051,82,8.47,5,1,4,7,4,0,0.19444444444444445
CLG0057,105,5.68,4,0,7,3,1,0,0.12087912087912088
CLG0086,96,7.43,5,1,7,8,4,0,0.09090909090909091
CLG0016,126,7.48,1,0,2,7,3,0,0.18947368421052632
CLG0045,123,7.18,10,1,4,1,1,0,0.20353982300884957
CLG0061,93,7.01,10,1,7,9,5,0,0.1792452830188679
CLG0012,97,8.87,6,0,9,6,0,0,0.23636363636363636
CLG0073,98,6.48,4,0,2,4,0,0,0.11206896551724138
CLG0006,93,8.05,4,0,2,6,2,0,0.10843373493975904
CLG0004,102,10.11,5,0,5,2,5,0,0.14285714285714285
CLG0081,88,7.47,1,1,6,2,5,0,0.14432989690721648
CLG0074,83,7.6,4,0,6,8,0,0,0.11702127659574468
CLG0035,109,4.9,10,0,5,10,4,0,0.14457831325301204
CLG0047,109,9.17,3,1,6,5,3,0,0.18627450980392157
CLG0085,87,6.55,5,0,6,7,3,0,0.20408163265306123
CLG0019,113,7.98,10,0,3,1,2,0,0.14444444444444443
CLG0027,90,9.43,5,1,7,6,5,0,0.15833333333333333
CLG0011,103,7.96,8,1,7,10,4,0,0.14893617021276595
CLG0070,112,8.56,1,1,1,7,5,1,0.12941176470588237
CLG0059,99,7.49,3,0,9,10,1,0,0.18085106382978725
CLG0041,106,5.08,5,0,4,7,2,0,0.18627450980392157
CLG0043,92,8.71,3,0,1,10,4,1,0.1414141414141414
CLG0028,97,4.93,6,0,2,3,1,0,0.25
CLG0063,96,8.3,10,1,2,9,0,0,0.18181818181818182
CLG0067,88,5.21,3,1,4,9,0,0,0.20175438596491227
CLG0045,97,9.28,6,0,7,5,1,0,0.20353982300884957
CLG0024,76,5.63,8,0,2,9,2,0,0.1511627906976744
CLG0077,92,7.44,4,1,6,7,1,0,0.16822429906542055
CLG0064,95,7.86,8,1,4,7,5,0,0.15053763440860216
CLG0079,96,7.76,7,1,9,9,4,0,0.15217391304347827
CLG0073,96,6.43,4,1,9,2,5,0,0.11206896551724138
CLG0039,99,7.66,3,1,9,10,5,0,0.1346153846153846
CLG0099,107,6.77,5,1,3,5,1,0,0.15730337078651685
CLG0045,113,6.7,5,1,1,8,4,1,0.20353982300884957
CLG0061,90,7.28,7,0,5,8,4,0,0.1792452830188679
CLG0082,81,8.09,1,0,3,3,0,0,0.16842105263157894
CLG0043,84,6.37,9,0,3,5,4,0,0.1414141414141414
CLG0067,92,9.85,2,0,4,4,3,0,0.20175438596491227
CLG0092,94,7.56,9,0,8,4,5,0,0.14705882352941177
CLG0080,88,5.72,9,0,0,2,0,0,0.12380952380952381
CLG0042,80,6.93,3,1,4,6,5,0,0.25333333333333335
CLG0041,93,9.67,7,0,4,1,0,0,0.18627450980392157
CLG0047,102,5.51,3,1,1,8,1,0,0.18627450980392157
CLG0043,108,8.06,8,1,2,10,4,1,0.1414141414141414
CLG0023,91,8.03,8,0,3,9,5,1,0.1864406779661017
CLG0032,93,6.09,3,1,0,5,1,0,0.1504424778761062
CLG0074,86,8.77,5,0,9,6,4,0,0.11702127659574468
CLG0057,99,6.76,7,0,2,1,0,0,0.12087912087912088
CLG0038,87,6.39,1,1,0,6,3,0,0.2641509433962264
CLG0077,108,9.4,3,1,0,1,5,0,0.16822429906542055
CLG0015,73,8.53,1,1,8,5,0,0,0.14736842105263157
CLG0028,94,9.08,2,0,3,9,2,1,0.25
CLG0013,104,8.21,7,1,3,5,1,0,0.18095238095238095
CLG0035,102,8.96,7,0,3,3,3,0,0.14457831325301204
CLG0002,140,9.47,3,1,10,4,1,0,0.13953488372093023
CLG0061,105,4.92,6,1,8,3,4,0,0.1792452830188679
CLG0065,84,8.91,6,0,10,4,1,0,0.16806722689075632
CLG0041,98,8.43,2,0,7,10,0,0,0.18627450980392157
CLG0096,73,5.17,9,0,3,6,0,0,0.23232323232323232
CLG0094,98,7.47,8,0,5,3,1,0,0.15454545454545454
CLG0086,87,5.71,2,0,1,5,4,0,0.09090909090909091
CLG0004,113,8.27,4,0,5,7,4,1,0.14285714285714285
CLG0053,91,8.09,9,0,0,1,3,0,0.14285714285714285
CLG0088,98,9.58,4,0,4,3,0,0,0.15178571428571427
CLG0014,90,5.42,7,0,7,6,1,0,0.17647058823529413
CLG0017,126,7.76,5,0,0,10,3,1,0.21052631578947367
CLG0014,95,5.65,10,1,10,2,2,0,0.17647058823529413
CLG0041,127,7.66,6,0,1,8,3,1,0.18627450980392157
CLG0062,112,8.8,1,1,2,7,5,1,0.18796992481203006
CLG0052,107,8.32,4,1,6,2,2,0,0.2
CLG0027,105,9.51,5,0,7,5,2,0,0.15833333333333333
CLG0085,105,9.29,6,1,3,4,3,0,0.20408163265306123
CLG0040,71,5.35,6,0,7,2,0,0,0.17894736842105263
CLG0035,95,6.65,5,1,0,4,3,0,0.14457831325301204
CLG0090,112,8.63,3,0,2,9,3,1,0.22772277227722773
CLG0095,99,7.44,2,0,3,10,5,0,0.16666666666666666
CLG0059,78,5.58,7,0,4,2,0,0,0.18085106382978725
CLG0097,99,8.14,1,0,10,10,0,0,0.16831683168316833
CLG0049,125,6.97,5,1,8,10,5,1,0.20175438596491227
CLG0063,118,6.52,4,0,1,6,0,0,0.18181818181818182
CLG0011,99,9.08,7,1,6,4,0,0,0.14893617021276595
CLG0080,114,7.19,2,1,2,8,5,1,0.12380952380952381
CLG0006,94,4.91,8,0,9,4,0,0,0.10843373493975904
CLG0098,74,5.59,9,0,1,9,5,0,0.1523809523809524
CLG0041,86,9.45,10,1,8,10,0,0,0.18627450980392157
CLG0032,123,9.95,1,0,2,3,3,1,0.1504424778761062
CLG0021,95,8.36,5,0,7,7,5,0,0.17708333333333334
CLG0093,96,7.28,4,0,0,5,1,0,0.14444444444444443
CLG0075,95,9.46,5,1,4,1,1,0,0.16806722689075632
CLG0057,128,8.39,9,0,4,3,1,0,0.12087912087912088
CLG0005,124,9.03,3,0,5,9,3,1,0.15178571428571427
CLG0091,133,9.07,1,1,6,9,0,1,0.13
CLG0028,97,6.45,3,1,2,5,2,0,0.25
CLG0095,104,6.94,4,0,4,5,0,0,0.16666666666666666
CLG0075,77,6.24,2,0,7,4,4,0,0.16806722689075632
CLG0077,122,6.39,1,0,5,4,0,0,0.16822429906542055
CLG0070,82,8.73,1,0,1,4,5,0,0.12941176470588237
CLG0027,103,9.58,8,0,6,2,5,0,0.15833333333333333
CLG0094,83,8.82,4,0,2,7,1,0,0.15454545454545454
CLG0053,91,7.03,2,0,9,3,0,0,0.14285714285714285
CLG0048,87,5.12,10,1,8,1,0,0,0.18823529411764706
CLG0083,90,5.74,3,1,3,10,5,0,0.15789473684210525
CLG0078,91,6.96,8,0,10,3,4,0,0.08849557522123894
CLG0058,91,7.21,6,0,3,9,2,0,0.15517241379310345
CLG0009,112,8.35,8,0,3,9,2,1,0.13541666666666666
CLG0055,83,5.06,10,0,9,10,1,0,0.12790697674418605
CLG0045,103,9.69,5,1,9,7,5,0,0.20353982300884957
CLG0028,118,6.53,3,1,7,1,2,0,0.25
CLG0028,92,9.14,6,0,0,6,1,0,0.25
CLG0046,89,8.03,10,1,2,10,3,1,0.18095238095238095
CLG0025,96,5.21,8,0,7,1,4,0,0.11864406779661017
CLG0026,117,8.71,5,0,6,2,0,0,0.21739130434782608
CLG0062,102,8.94,5,1,5,3,4,0,0.18796992481203006
CLG0068,92,7.26,3,1,6,6,2,0,0.14893617021276595
CLG0067,107,7.7,3,0,0,7,5,0,0.20175438596491227
CLG0034,83,5.15,8,1,7,8,0,0,0.08928571428571429
CLG0021,110,8.39,1,0,3,9,4,1,0.17708333333333334
CLG0081,106,9.44,4,0,0,7,4,0,0.14432989690721648
