IQ,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,College_Performance_Rate
85,7.9,7,0,2,4,3,0.1505376344086021
113,8.04,6,0,8,6,4,0.2307692307692307
121,6.74,7,0,10,5,5,0.1473684210526315
101,5.85,9,1,10,6,4,0.1376146788990825
92,10.0,10,0,2,8,5,0.2035398230088495
104,9.9,7,0,0,2,1,0.1517857142857142
92,9.37,6,1,10,5,3,0.1792452830188679
115,7.85,7,1,7,3,4,0.1551724137931034
83,8.95,1,0,2,3,4,0.1346153846153846
91,7.45,9,1,8,2,2,0.1208791208791208
92,6.69,4,0,6,10,3,0.1836734693877551
111,6.9,9,0,6,3,3,0.1511627906976744
85,9.59,6,0,8,5,5,0.2277227722772277
91,5.97,9,0,6,3,0,0.1645569620253164
85,7.77,4,0,5,8,5,0.125
135,7.09,5,0,0,1,2,0.1666666666666666
108,7.06,9,0,7,5,3,0.1523809523809524
94,8.72,10,0,5,8,4,0.1414141414141414
114,9.06,5,0,8,8,2,0.1170212765957446
111,6.03,9,1,7,8,3,0.1827956989247312
105,8.17,2,1,2,1,3,0.1354166666666666
133,6.54,8,1,4,2,1,0.1395348837209302
90,9.21,2,1,2,8,0,0.13
86,9.33,6,0,4,9,3,0.1792452830188679
99,8.42,7,0,0,10,1,0.1354166666666666
57,9.69,4,0,5,7,4,0.1680672268907563
94,9.28,8,1,3,6,0,0.1809523809523809
68,8.43,6,0,5,9,2,0.1808510638297872
86,5.81,7,1,8,6,4,0.1428571428571428
86,7.22,4,0,5,10,4,0.1551724137931034
98,5.58,3,0,6,10,2,0.1578947368421052
87,6.52,1,0,10,7,2,0.1809523809523809
103,7.44,4,0,10,8,3,0.1752577319587628
108,8.6,5,0,10,9,0,0.168141592920354
93,8.92,8,1,7,1,3,0.2222222222222222
95,9.19,8,0,3,2,1,0.1009174311926605
129,8.41,9,1,3,7,0,0.1047619047619047
106,6.97,3,0,0,9,0,0.1517857142857142
88,6.49,9,1,2,5,2,0.1792452830188679
112,5.35,10,0,0,10,3,0.1958762886597938
97,4.93,6,0,2,3,1,0.25
107,8.92,3,0,7,5,1,0.2035398230088495
73,8.69,3,1,5,1,5,0.1764705882352941
66,5.6,4,0,0,5,0,0.1680672268907563
86,8.15,7,0,8,9,4,0.1489361702127659
92,9.09,4,1,1,4,3,0.1645569620253164
103,4.69,10,1,4,8,4,0.1684210526315789
127,9.11,9,1,3,2,4,0.1680672268907563
102,8.04,3,1,4,1,4,0.0980392156862745
96,6.05,2,1,8,5,5,0.1683168316831683
114,6.42,1,0,8,7,5,0.1680672268907563
101,9.32,10,0,10,5,0,0.1682242990654205
89,7.59,1,0,4,10,5,0.1752577319587628
98,7.31,10,1,10,8,0,0.0909090909090909
110,7.54,6,1,1,6,5,0.2150537634408602
85,7.17,10,0,0,10,4,0.1666666666666666
107,8.06,6,0,9,5,4,0.2363636363636363
96,7.53,1,0,8,9,2,0.1808510638297872
103,6.26,1,0,2,10,2,0.1836734693877551
90,6.55,7,1,9,6,2,0.1521739130434782
97,6.31,4,0,9,9,4,0.1294117647058823
107,9.52,3,0,5,3,2,0.1862745098039215
100,6.55,8,1,4,1,3,0.1505376344086021
103,6.16,10,0,8,5,5,0.0980392156862745
120,7.82,1,0,4,5,1,0.1764705882352941
120,5.67,7,0,7,9,0,0.1470588235294117
96,8.35,6,0,10,1,5,0.18796992481203
104,5.85,10,0,5,6,5,0.2641509433962264
91,6.3,4,0,1,10,0,0.1809523809523809
102,9.77,3,1,9,7,2,0.168141592920354
97,7.01,5,1,5,10,5,0.1333333333333333
115,8.79,9,1,10,7,5,0.168141592920354
117,5.61,1,0,4,3,1,0.1333333333333333
123,5.18,10,1,7,3,4,0.2105263157894736
69,5.38,1,0,4,8,1,0.1208791208791208
114,7.16,4,0,4,4,1,0.1836734693877551
106,7.96,6,1,6,9,5,0.1927710843373494
62,7.56,8,1,4,5,4,0.1573033707865168
109,6.38,4,0,9,7,1,0.2307692307692307
62,7.33,7,0,0,8,0,0.2017543859649122
97,8.25,6,1,7,4,3,0.1792452830188679
95,9.74,4,0,9,3,4,0.1752577319587628
90,7.17,10,0,6,2,2,0.1862745098039215
75,8.86,3,1,2,9,0,0.18796992481203
108,9.81,4,0,2,8,1,0.1504424778761062
80,5.18,4,0,4,10,2,0.2363636363636363
106,7.24,1,0,9,2,4,0.1578947368421052
98,10.22,3,0,8,6,1,0.1792452830188679
79,7.29,10,0,9,9,5,0.1505376344086021
106,6.45,2,1,1,7,4,0.1489361702127659
105,9.1,4,0,8,7,4,0.1904761904761904
111,5.88,8,0,8,5,5,0.108433734939759
80,5.44,6,0,2,8,4,0.1789473684210526
90,7.57,4,1,2,3,5,0.1827956989247312
82,9.23,9,1,0,1,3,0.2105263157894736
79,5.16,5,0,9,9,1,0.217391304347826
84,6.82,7,0,6,1,2,0.1927710843373494
94,9.92,7,1,5,7,4,0.0884955752212389
88,9.5,6,0,10,9,3,0.1346153846153846
97,9.39,3,0,4,2,5,0.2017543859649122
113,7.75,8,0,5,10,3,0.1680672268907563
109,9.7,2,0,6,10,5,0.1809523809523809
98,6.32,4,1,10,1,5,0.2268041237113402
88,7.51,4,1,7,3,0,0.2641509433962264
95,6.56,8,1,9,10,2,0.1792452830188679
105,9.65,5,1,6,10,4,0.1792452830188679
110,8.54,3,0,7,6,1,0.1666666666666666
107,9.58,10,0,6,4,3,0.168141592920354
88,6.87,10,1,8,4,5,0.1680672268907563
102,9.83,2,1,9,6,4,0.1818181818181818
105,7.97,9,0,10,7,5,0.1666666666666666
83,9.73,4,1,10,8,2,0.1505376344086021
87,7.43,9,0,2,4,3,0.1521739130434782
107,7.31,5,0,5,1,2,0.2277227722772277
119,8.04,7,0,7,3,1,0.1680672268907563
120,5.25,9,0,10,8,0,0.217391304347826
92,6.09,7,1,1,8,4,0.18796992481203
113,9.56,9,0,10,7,4,0.1428571428571428
89,7.96,4,1,7,6,5,0.1752577319587628
100,9.61,5,0,2,3,1,0.1578947368421052
69,9.04,9,1,6,5,0,0.2105263157894736
87,6.73,2,1,3,3,5,0.1444444444444444
86,9.68,4,1,7,7,1,0.1523809523809524
110,6.6,8,1,4,4,0,0.1752577319587628
103,6.37,2,0,8,6,0,0.144578313253012
94,5.71,2,1,9,9,5,0.1376146788990825
122,8.63,1,0,4,8,2,0.1680672268907563
94,8.89,5,1,0,10,1,0.1473684210526315
78,6.33,8,0,10,8,5,0.1545454545454545
91,8.81,5,0,5,4,3,0.2268041237113402
121,6.7,4,0,2,1,2,0.1836734693877551
91,8.14,5,0,8,1,3,0.1680672268907563
139,8.29,9,0,2,2,1,0.1770833333333333
81,7.08,6,1,10,7,4,0.168141592920354
94,9.74,7,0,4,4,5,0.1551724137931034
118,8.73,9,0,7,6,2,0.1333333333333333
109,8.97,9,0,1,5,2,0.1914893617021276
93,8.47,10,1,0,10,2,0.1645569620253164
115,7.38,2,1,10,5,2,0.2352941176470588
132,9.97,3,0,7,9,3,0.1683168316831683
86,8.39,8,0,3,10,1,0.144578313253012
122,9.52,6,0,0,2,4,0.1047619047619047
100,8.38,2,1,6,8,5,0.1862745098039215
138,7.3,2,0,0,2,0,0.0892857142857142
96,5.63,3,1,10,10,4,0.1551724137931034
100,9.73,8,0,8,7,4,0.1120689655172413
127,5.97,8,1,8,6,4,0.1764705882352941
70,7.27,7,0,9,5,1,0.125
88,8.63,4,0,1,6,1,0.217391304347826
112,9.06,1,0,10,8,3,0.1818181818181818
138,4.92,9,1,8,4,1,0.1666666666666666
88,8.09,6,0,9,1,2,0.1836734693877551
87,7.89,10,1,8,7,0,0.1511627906976744
111,8.81,10,1,9,2,2,0.2105263157894736
77,8.48,4,1,6,5,4,0.1346153846153846
77,7.52,10,0,1,2,5,0.1444444444444444
79,8.33,1,0,9,4,3,0.1414141414141414
82,8.15,4,0,6,7,0,0.1470588235294117
106,8.18,5,0,3,10,0,0.0884955752212389
78,6.38,3,0,1,5,3,0.1914893617021276
81,6.34,2,0,1,4,1,0.1009174311926605
82,7.24,4,0,2,1,1,0.1009174311926605
107,5.93,5,1,2,2,5,0.13
128,7.69,2,0,5,7,5,0.1904761904761904
88,10.08,9,0,9,9,1,0.1764705882352941
89,7.36,8,0,2,6,5,0.144578313253012
120,6.5,5,0,3,4,1,0.1927710843373494
109,6.12,10,0,10,1,0,0.1864406779661017
93,8.07,4,1,6,2,2,0.1294117647058823
87,9.5,10,1,1,6,5,0.2363636363636363
66,5.14,8,1,7,10,0,0.1809523809523809
107,7.52,5,1,9,4,2,0.1505376344086021
87,7.04,7,0,1,5,2,0.1914893617021276
104,6.98,7,1,5,6,4,0.1752577319587628
93,9.21,10,0,6,6,2,0.1770833333333333
115,6.0,10,0,3,6,3,0.1944444444444444
99,9.68,2,1,8,10,0,0.1666666666666666
122,5.81,3,0,1,6,0,0.2040816326530612
95,5.69,6,0,0,5,2,0.1684210526315789
88,5.91,5,1,5,6,0,0.2268041237113402
94,5.79,7,1,10,3,0,0.1354166666666666
121,5.65,4,0,0,5,2,0.2307692307692307
84,6.69,2,1,6,6,5,0.2222222222222222
91,6.75,1,1,0,1,1,0.1170212765957446
99,5.03,10,0,2,9,4,0.1680672268907563
94,7.13,3,1,9,6,5,0.2040816326530612
112,8.79,4,0,3,5,2,0.1680672268907563
110,5.66,4,0,9,9,5,0.1444444444444444
82,5.28,3,0,3,4,5,0.1578947368421052
107,7.66,8,1,7,8,5,0.0980392156862745
107,6.28,8,0,8,8,4,0.1904761904761904
109,8.15,10,0,6,8,1,0.1395348837209302
95,9.2,3,1,3,9,5,0.2222222222222222
109,8.77,6,1,5,2,5,0.1444444444444444
56,9.38,7,1,6,8,2,0.1904761904761904
79,7.34,9,1,8,5,4,0.13
106,6.46,7,0,2,4,4,0.1545454545454545
105,7.39,8,1,3,5,3,0.2040816326530612
92,9.9,10,1,1,5,2,0.125
79,9.17,1,0,7,7,1,0.1473684210526315
72,7.57,4,1,1,1,2,0.1680672268907563
98,8.8,6,0,9,8,0,0.1545454545454545
99,6.25,2,1,1,7,0,0.1764705882352941
78,9.45,10,1,7,4,2,0.1414141414141414
105,8.48,3,0,3,10,4,0.2533333333333333
103,6.34,6,0,2,4,0,0.108433734939759
80,9.35,6,1,5,5,4,0.1517857142857142
74,6.47,10,1,4,2,1,0.1238095238095238
73,6.47,8,0,8,4,2,0.2277227722772277
100,8.03,8,1,10,2,5,0.1864406779661017
87,5.36,5,0,1,4,5,0.1809523809523809
105,5.85,9,0,5,8,2,0.2035398230088495
109,8.23,9,0,9,9,3,0.1894736842105263
111,7.81,9,0,2,7,1,0.1443298969072164
111,5.62,3,0,5,9,3,0.1809523809523809
85,5.58,10,0,6,2,5,0.1414141414141414
90,5.93,8,0,6,3,4,0.1645569620253164
102,6.86,10,1,9,3,1,0.1517857142857142
78,7.76,8,0,6,5,2,0.2040816326530612
85,7.19,4,1,2,10,5,0.1683168316831683
107,6.17,8,0,0,5,3,0.2352941176470588
101,7.65,10,0,4,8,4,0.1333333333333333
90,8.54,2,1,8,9,4,0.1489361702127659
113,5.66,10,1,4,4,3,0.188235294117647
131,4.93,4,0,7,9,0,0.1489361702127659
107,9.85,8,1,7,1,5,0.1473684210526315
110,7.28,3,0,2,9,3,0.1752577319587628
103,7.55,10,0,7,10,3,0.1770833333333333
86,5.58,3,0,9,2,3,0.1238095238095238
107,7.33,7,1,2,5,5,0.1666666666666666
96,6.39,9,1,9,7,2,0.1505376344086021
120,7.66,2,1,3,10,5,0.2533333333333333
88,9.63,7,0,2,3,5,0.1680672268907563
94,9.66,3,0,3,3,0,0.0892857142857142
91,8.08,1,1,4,2,1,0.1682242990654205
87,8.61,7,1,0,5,5,0.1864406779661017
103,6.62,2,1,1,1,3,0.2017543859649122
105,5.78,7,0,1,2,3,0.0892857142857142
96,9.01,9,0,9,6,4,0.2
115,5.92,6,0,9,8,5,0.1444444444444444
83,6.07,4,1,4,4,5,0.1294117647058823
98,7.94,7,0,3,9,1,0.2035398230088495
117,8.2,10,0,5,6,1,0.1504424778761062
95,6.19,5,1,9,4,3,0.1752577319587628
101,5.76,8,0,8,9,4,0.2222222222222222
79,6.28,6,0,1,3,0,0.13
81,5.48,8,0,5,9,2,0.25
92,8.08,8,1,7,1,4,0.1511627906976744
104,5.9,2,0,3,4,4,0.1523809523809524
91,7.3,4,0,7,9,2,0.0980392156862745
80,7.26,6,0,10,7,2,0.1009174311926605
100,9.11,3,1,5,6,0,0.2017543859649122
102,7.99,10,1,10,3,3,0.1521739130434782
97,7.41,5,0,6,2,3,0.0892857142857142
84,9.86,5,0,6,2,1,0.1551724137931034
110,9.84,10,0,0,5,1,0.2150537634408602
100,9.24,4,1,4,3,4,0.1521739130434782
110,8.9,3,0,2,5,4,0.1294117647058823
95,8.68,5,1,7,10,5,0.108433734939759
112,6.95,4,0,5,10,3,0.1444444444444444
94,7.71,4,0,1,8,2,0.1927710843373494
90,6.37,2,1,1,2,0,0.144578313253012
105,6.0,2,0,6,10,0,0.0892857142857142
77,7.39,1,1,2,6,3,0.2222222222222222
98,7.5,2,0,3,6,0,0.1047619047619047
94,7.29,4,0,3,6,4,0.1904761904761904
91,4.97,8,0,10,1,4,0.25
70,8.5,2,0,5,5,0,0.144578313253012
87,7.86,5,1,0,3,2,0.1764705882352941
127,9.2,9,0,9,1,5,0.1395348837209302
111,5.36,3,0,7,4,0,0.1944444444444444
81,6.18,8,0,2,1,0,0.2323232323232323
95,7.42,8,0,1,6,0,0.1827956989247312
98,6.38,4,0,4,9,0,0.2323232323232323
111,5.78,10,1,0,6,1,0.1583333333333333
108,9.3,1,0,0,1,3,0.2268041237113402
85,4.96,10,1,1,3,4,0.18796992481203
81,5.56,10,0,1,6,1,0.1904761904761904
105,8.51,10,0,5,10,1,0.168141592920354
86,6.51,1,1,3,7,2,0.1511627906976744
105,9.27,7,1,0,8,5,0.127906976744186
121,7.78,8,0,2,5,5,0.1376146788990825
91,5.53,10,0,3,3,1,0.1473684210526315
107,6.7,8,1,0,9,0,0.1545454545454545
95,7.81,6,1,10,9,3,0.1443298969072164
83,4.93,10,0,5,6,5,0.18796992481203
126,7.02,8,1,10,6,1,0.13
107,7.33,5,0,0,7,2,0.1684210526315789
118,8.91,7,0,1,1,0,0.1545454545454545
80,8.88,5,0,10,4,2,0.188235294117647
114,5.89,4,1,6,8,4,0.1428571428571428
96,7.43,5,1,7,8,4,0.0909090909090909
115,7.16,9,0,3,9,4,0.1809523809523809
94,7.21,8,1,8,3,5,0.1666666666666666
96,6.7,3,0,2,9,5,0.1517857142857142
107,7.63,2,0,10,9,4,0.1958762886597938
117,7.1,3,1,1,8,4,0.18796992481203
101,9.74,7,0,6,4,0,0.1862745098039215
121,5.87,9,1,0,1,4,0.217391304347826
93,8.63,2,0,2,4,3,0.1414141414141414
101,9.45,2,0,2,7,2,0.1511627906976744
100,8.27,3,0,8,4,0,0.2105263157894736
94,9.47,2,0,6,5,0,0.2641509433962264
88,7.16,7,0,7,6,3,0.1186440677966101
109,8.09,1,0,9,9,3,0.1770833333333333
107,7.77,4,1,0,5,1,0.1470588235294117
93,7.91,9,0,0,1,0,0.1333333333333333
108,7.3,3,0,5,1,1,0.1545454545454545
110,6.16,9,0,2,5,2,0.1047619047619047
84,9.99,5,0,5,6,5,0.0892857142857142
77,5.96,8,0,4,9,3,0.1120689655172413
101,7.8,6,0,6,3,2,0.1473684210526315
113,7.98,4,0,6,3,4,0.2017543859649122
70,8.67,4,0,7,5,3,0.1238095238095238
77,8.15,1,1,10,6,2,0.1376146788990825
130,6.01,6,0,5,2,3,0.1489361702127659
110,7.99,5,0,10,2,5,0.1294117647058823
112,5.58,7,0,3,4,0,0.1583333333333333
102,9.99,8,0,4,6,0,0.1944444444444444
89,4.91,8,1,9,6,2,0.1545454545454545
91,5.98,2,0,0,9,4,0.1294117647058823
130,7.18,10,1,5,9,2,0.2017543859649122
109,5.26,8,0,8,1,5,0.1428571428571428
106,6.24,9,1,6,5,5,0.125
114,5.94,2,0,8,3,2,0.1238095238095238
102,6.39,2,0,8,7,2,0.1504424778761062
69,5.01,6,0,4,9,4,0.1170212765957446
85,5.99,10,1,9,10,5,0.0909090909090909
92,6.8,1,0,6,3,4,0.1505376344086021
79,9.28,6,0,8,4,1,0.168141592920354
121,8.07,5,1,1,3,3,0.1333333333333333
84,8.84,5,0,1,2,0,0.1809523809523809
126,6.33,6,0,2,2,0,0.1862745098039215
90,6.66,1,0,7,1,5,0.1680672268907563
78,4.98,10,0,8,4,2,0.1809523809523809
104,5.56,7,1,8,9,0,0.1827956989247312
103,8.72,5,1,0,6,0,0.1470588235294117
112,8.73,10,1,0,9,0,0.168141592920354
94,4.94,1,0,6,1,5,0.188235294117647
100,8.94,8,0,7,3,5,0.13
115,9.39,9,1,0,9,2,0.2040816326530612
123,6.37,8,0,7,10,3,0.1443298969072164
82,7.36,2,0,4,9,5,0.1827956989247312
105,8.45,10,0,5,4,2,0.1186440677966101
85,10.17,10,0,3,2,2,0.1545454545454545
129,9.48,6,0,10,9,2,0.1818181818181818
92,7.03,10,0,3,9,2,0.1836734693877551
96,7.81,1,0,10,2,5,0.1680672268907563
111,10.37,1,0,4,5,1,0.1551724137931034
81,7.73,10,0,5,7,1,0.1047619047619047
112,6.53,4,1,1,9,1,0.1489361702127659
121,7.7,1,1,4,1,3,0.1894736842105263
117,5.73,3,1,6,7,4,0.2222222222222222
112,7.42,8,0,10,4,1,0.2533333333333333
88,9.2,7,0,1,7,4,0.2222222222222222
87,9.71,2,0,0,2,3,0.0884955752212389
82,10.2,10,0,8,6,5,0.1170212765957446
106,8.69,4,0,4,1,0,0.1470588235294117
121,6.66,9,1,2,1,5,0.1770833333333333
73,10.22,9,0,2,10,0,0.1511627906976744
98,6.25,9,0,1,8,4,0.144578313253012
120,6.12,10,0,8,6,4,0.1238095238095238
85,8.74,2,0,3,9,4,0.1583333333333333
94,8.33,8,1,3,5,3,0.2105263157894736
88,7.19,5,0,3,7,4,0.2017543859649122
101,9.71,10,0,6,3,3,0.1927710843373494
113,8.19,1,1,8,2,3,0.2017543859649122
110,7.56,10,0,0,1,5,0.2352941176470588
95,10.01,1,0,10,3,0,0.1517857142857142
118,7.0,4,1,9,9,3,0.1809523809523809
105,8.94,3,0,8,5,1,0.1545454545454545
100,8.84,9,0,4,1,0,0.1186440677966101
99,7.49,3,0,9,10,1,0.1808510638297872
108,7.26,1,0,7,7,3,0.1645569620253164
68,9.56,4,1,5,5,1,0.2017543859649122
109,9.06,7,0,2,7,4,0.1333333333333333
104,8.67,9,0,5,10,1,0.1680672268907563
142,8.63,4,0,1,7,2,0.217391304347826
96,7.29,7,0,7,1,2,0.1517857142857142
114,9.34,9,1,1,4,3,0.2641509433962264
114,9.68,4,1,7,4,0,0.1428571428571428
120,8.09,8,0,2,4,2,0.2
100,8.52,9,1,1,10,1,0.1864406779661017
111,7.67,9,0,4,6,5,0.1517857142857142
83,5.43,5,0,3,5,1,0.188235294117647
97,6.71,1,0,9,6,1,0.1666666666666666
94,9.67,5,0,9,10,2,0.1764705882352941
124,7.24,7,0,2,4,4,0.1573033707865168
119,8.38,5,0,7,9,0,0.0892857142857142
112,6.02,1,0,2,3,5,0.1645569620253164
97,7.26,9,1,7,1,4,0.0909090909090909
132,5.73,7,1,10,4,1,0.1489361702127659
114,5.04,6,0,4,10,4,0.1682242990654205
96,5.96,1,0,2,1,0,0.1489361702127659
82,9.27,4,1,6,10,1,0.2
79,5.48,10,1,3,10,0,0.188235294117647
86,9.21,8,0,5,9,5,0.1551724137931034
93,8.32,4,0,4,9,4,0.1682242990654205
100,7.16,9,0,2,1,4,0.1864406779661017
123,4.58,3,1,2,9,5,0.1517857142857142
92,7.87,8,0,7,4,2,0.1864406779661017
92,6.62,10,1,3,10,1,0.1376146788990825
118,6.46,8,1,9,10,2,0.18796992481203
87,7.83,9,1,0,9,5,0.1666666666666666
110,5.68,7,1,7,7,0,0.1583333333333333
102,7.29,1,1,3,10,1,0.1473684210526315
99,7.76,9,0,2,6,4,0.1414141414141414
107,5.26,4,1,1,7,0,0.1645569620253164
118,5.95,7,1,3,8,2,0.1827956989247312
74,7.31,5,0,7,1,5,0.1862745098039215
117,6.77,10,0,3,9,5,0.1894736842105263
109,9.69,6,1,9,7,4,0.1752577319587628
120,6.6,8,0,6,9,2,0.1862745098039215
98,6.24,10,1,9,10,1,0.2035398230088495
117,6.02,4,1,7,8,0,0.2040816326530612
106,9.1,2,1,1,6,4,0.1120689655172413
110,7.56,4,1,0,10,0,0.168141592920354
92,9.52,1,0,0,8,1,0.1752577319587628
104,8.0,6,0,4,7,0,0.1186440677966101
108,9.38,2,1,9,1,5,0.2222222222222222
86,8.52,3,0,10,10,0,0.1809523809523809
74,9.14,9,0,6,7,0,0.217391304347826
117,8.15,6,1,3,9,2,0.1511627906976744
117,10.36,5,1,2,9,2,0.2352941176470588
104,9.93,6,1,5,5,2,0.1346153846153846
59,5.06,7,1,0,7,4,0.1836734693877551
97,6.34,10,1,4,5,0,0.1827956989247312
95,7.4,7,1,1,4,0,0.1792452830188679
117,5.47,4,1,5,7,4,0.2105263157894736
123,5.29,5,1,0,6,4,0.1789473684210526
84,5.25,4,0,9,3,5,0.1120689655172413
118,6.23,10,1,9,4,1,0.18796992481203
82,6.9,2,0,4,1,0,0.1682242990654205
78,6.15,3,0,4,5,1,0.1444444444444444
105,7.26,3,0,8,6,2,0.2352941176470588
114,6.06,10,0,1,6,5,0.2277227722772277
87,6.87,7,1,6,1,1,0.2
92,5.42,2,0,0,9,4,0.2533333333333333
96,6.43,4,1,9,2,5,0.1120689655172413
90,9.43,8,0,0,10,0,0.1682242990654205
103,8.18,2,1,1,7,3,0.1354166666666666
130,9.29,4,0,6,1,3,0.2277227722772277
101,8.92,9,0,2,7,0,0.1505376344086021
77,8.93,9,0,6,3,4,0.1862745098039215
97,5.83,3,0,2,9,0,0.1186440677966101
93,8.11,10,0,4,2,2,0.2307692307692307
115,8.83,7,0,8,6,5,0.1958762886597938
92,8.93,8,1,10,10,1,0.144578313253012
100,9.4,2,0,1,6,0,0.13
97,8.91,10,0,9,2,4,0.1047619047619047
109,6.15,8,0,2,1,3,0.1944444444444444
71,5.9,6,0,0,2,1,0.2017543859649122
87,8.35,6,0,9,7,3,0.1428571428571428
120,6.71,7,0,1,2,5,0.1517857142857142
109,5.52,4,0,10,8,3,0.1958762886597938
84,8.72,4,0,8,8,1,0.1551724137931034
98,6.69,8,0,5,7,4,0.2
84,8.49,8,1,3,3,5,0.1294117647058823
101,5.58,2,0,8,8,0,0.1770833333333333
103,9.19,1,1,3,3,1,0.1914893617021276
116,6.2,7,1,3,4,1,0.1170212765957446
74,6.95,9,0,5,5,3,0.1473684210526315
102,5.51,3,1,1,8,1,0.1862745098039215
95,4.83,3,1,6,6,5,0.1583333333333333
109,8.76,6,1,10,9,2,0.2222222222222222
102,7.32,10,1,8,4,3,0.18796992481203
122,5.42,10,1,0,3,1,0.1208791208791208
77,5.9,10,1,6,6,5,0.1333333333333333
96,4.89,8,0,7,7,0,0.0980392156862745
90,9.6,4,1,7,5,5,0.1944444444444444
97,6.19,2,1,7,3,2,0.1346153846153846
109,5.8,3,1,8,4,2,0.1680672268907563
120,6.19,1,1,0,9,5,0.1428571428571428
77,8.74,8,0,9,6,3,0.1511627906976744
93,7.45,2,0,9,7,3,0.1904761904761904
109,5.5,2,0,4,9,2,0.1333333333333333
111,7.43,5,0,8,4,4,0.1944444444444444
101,8.76,8,1,7,3,4,0.1684210526315789
104,6.02,1,0,9,8,3,0.1914893617021276
87,5.19,1,1,1,7,0,0.1489361702127659
82,9.03,8,0,1,6,1,0.1680672268907563
101,8.75,1,1,9,2,5,0.0884955752212389
72,7.95,5,0,5,8,1,0.2268041237113402
104,5.67,10,1,8,8,4,0.0909090909090909
102,8.85,5,0,9,1,4,0.2641509433962264
95,6.76,9,1,10,3,4,0.1511627906976744
88,7.53,8,0,9,5,4,0.2277227722772277
100,7.43,7,0,8,4,5,0.1752577319587628
79,6.65,8,0,9,1,3,0.1489361702127659
86,8.43,1,0,1,2,2,0.1414141414141414
75,7.45,2,0,5,3,1,0.1376146788990825
93,9.3,7,1,3,5,3,0.18796992481203
132,6.44,5,0,2,7,5,0.1914893617021276
99,6.12,10,1,8,8,4,0.168141592920354
109,5.99,9,1,4,5,0,0.1504424778761062
113,7.48,4,1,3,6,5,0.0980392156862745
81,8.49,6,1,7,6,4,0.1395348837209302
131,9.68,9,1,2,3,2,0.1666666666666666
99,8.99,7,1,9,1,4,0.1428571428571428
144,8.12,4,1,3,7,5,0.1208791208791208
104,6.27,10,0,9,2,0,0.1208791208791208
101,7.16,10,0,7,10,3,0.2035398230088495
70,7.59,8,0,3,8,4,0.1666666666666666
108,6.1,5,0,0,6,3,0.2035398230088495
114,6.1,2,1,10,10,1,0.1666666666666666
104,9.88,8,0,1,2,1,0.1578947368421052
100,5.72,3,0,5,7,2,0.1809523809523809
93,7.28,1,0,10,7,2,0.1521739130434782
81,8.19,10,1,3,3,2,0.1428571428571428
98,7.79,2,1,2,5,2,0.217391304347826
64,5.66,2,1,4,2,0,0.1511627906976744
130,8.56,10,0,7,1,4,0.1666666666666666
67,5.92,4,0,3,5,1,0.1470588235294117
107,6.1,5,0,5,8,1,0.1818181818181818
89,9.74,9,1,1,10,3,0.2017543859649122
107,6.29,7,1,7,3,0,0.2017543859649122
96,5.69,3,1,1,7,1,0.18796992481203
103,9.3,2,1,5,6,3,0.0892857142857142
107,8.39,9,0,2,2,3,0.2150537634408602
94,9.15,5,0,8,1,2,0.2040816326530612
98,7.69,7,1,9,10,1,0.1545454545454545
121,8.9,7,1,6,1,5,0.1428571428571428
129,7.53,3,0,1,9,1,0.1551724137931034
92,5.65,7,1,9,10,2,0.1573033707865168
97,8.62,4,0,7,5,4,0.2035398230088495
116,6.93,10,0,2,1,3,0.1680672268907563
76,8.86,5,1,10,7,1,0.2277227722772277
112,7.48,4,0,1,3,5,0.1666666666666666
88,6.46,2,0,8,2,0,0.1395348837209302
96,6.19,4,0,5,10,1,0.1444444444444444
116,5.54,4,0,1,6,0,0.1354166666666666
108,8.8,1,0,7,2,1,0.0884955752212389
109,8.74,8,0,8,4,0,0.168141592920354
78,9.46,1,0,4,7,1,0.1354166666666666
125,8.62,4,1,7,4,1,0.1517857142857142
129,6.91,7,0,3,1,4,0.1489361702127659
70,7.54,4,1,7,1,3,0.1047619047619047
80,6.36,5,1,7,10,0,0.1428571428571428
132,7.75,1,1,3,6,4,0.1428571428571428
93,8.12,7,1,3,7,1,0.1684210526315789
81,5.16,3,1,8,4,5,0.1894736842105263
101,10.03,5,1,8,7,5,0.2
119,5.42,6,1,8,1,4,0.1752577319587628
124,5.82,10,1,3,9,0,0.1764705882352941
91,5.18,8,0,6,2,5,0.1346153846153846
91,8.55,3,0,5,8,5,0.1583333333333333
101,8.48,1,0,3,3,5,0.1864406779661017
109,8.73,9,0,1,7,2,0.2017543859649122
94,9.65,3,0,8,1,2,0.125
75,7.6,2,0,2,8,1,0.0884955752212389
95,6.92,9,1,1,9,0,0.18796992481203
108,9.81,2,1,4,6,3,0.1473684210526315
105,8.39,5,0,9,6,4,0.108433734939759
84,7.35,10,0,9,7,5,0.1666666666666666
89,4.94,6,0,1,4,3,0.0909090909090909
100,6.66,8,0,2,1,3,0.1489361702127659
108,6.28,7,0,2,10,4,0.1770833333333333
105,5.76,3,0,8,9,3,0.1583333333333333
93,7.61,6,0,3,5,3,0.2323232323232323
78,6.31,7,0,7,3,4,0.1862745098039215
120,5.88,2,0,10,10,5,0.1333333333333333
86,7.58,8,0,0,3,0,0.1333333333333333
114,8.71,5,1,1,9,5,0.1444444444444444
